key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,extensions,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,genericName,taxonRank,taxonomicStatus,year,month,day,eventDate,lastInterpreted,license,organismQuantity,organismQuantityType,sampleSizeUnit,sampleSizeValue,relativeOrganismQuantity,identifiers,facts,relations,gadm.level0.gid,gadm.level0.name,gadm.level1.gid,gadm.level1.name,gadm.level2.gid,gadm.level2.name,geodeticDatum,class,countryCode,recordedByIDs,mine,country,identificationReferences,http...rs.tdwg.org.dwc.terms.sampleSizeValue,identifier,eventID,http...rs.tdwg.org.dwc.terms.organismQuantity,dynamicProperties,eventRemarks,materialSampleID,gbifID,occurrenceID,http...rs.tdwg.org.dwc.terms.sampleSizeUnit,identificationRemarks,http...rs.tdwg.org.dwc.terms.organismQuantityType,name,depth,depthAccuracy,locality,gadm.level3.gid,gadm.level3.name,modified,references,created,associatedSequences,higherClassification,taxonID,gadm,speciesKey,species,specificEpithet,recordedBy,gadm.gid
2440456608,"Sulfuricella Kojima & Fukui, 2010",54.9642,-1.6831,gass84,55224a2e-b71e-4b94-99b0-695bf835e6b6,ab733144-7043-4e88-bd4f-fca7bf858880,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2020-09-01T01:56:53.516+0000,2020-09-01T14:09:03.334+0000,18,none,MATERIAL_SAMPLE,PRESENT,9592496,3,111,337,1379,8928,9592496,9592496,"Sulfuricella Kojima & Fukui, 2010",Bacteria,Proteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuricella,Sulfuricella,GENUS,ACCEPTED,2013,1,1,2013-01-01T00:00:00,2020-09-01T14:09:03.334+0000,http://creativecommons.org/licenses/by/4.0/legalcode,15,DNA sequence reads,DNA sequence reads,12349,0.001214673,none,none,none,GBR,United Kingdom,GBR.1_1,England,GBR.1.58_1,Newcastle upon Tyne,WGS84,Betaproteobacteria,GB,none,none,United Kingdom of Great Britain and Northern Ireland,https://www.ebi.ac.uk/metagenomics/pipelines/4.1,12349,MGYA00364985_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,MGYA00364985,15,"{""geographic location (longitude)"":""-1.683056"",""geographic location (country and/or sea,region)"":""United Kingdom: Tyne estuary"",""collection date"":""2013-01-01"",""geographic location (latitude)"":""54.96417"",""instrument model"":""Ion Torrent PGM"",""last update date"":""2017-02-07""}",This sample has been submitted by pda|emma459 on 2017-02-07; sediment metagenome,https://www.ebi.ac.uk/metagenomics/samples/SRS1958734,2440456608,MGYA00364985_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,DNA sequence reads,SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364985#taxonomic.,DNA sequence reads,"Sulfuricella Kojima & Fukui, 2010",NA,NA,Tyne estuary,GBR.1.58.1_1,Newcastle upon Tyne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440841357,"Sulfuricella Kojima & Fukui, 2010",62.25,24.15,gass84,e50342e7-f2b2-496a-a033-2ce857eb06c4,ab733144-7043-4e88-bd4f-fca7bf858880,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2020-09-01T01:56:55.310+0000,2020-09-01T14:09:30.336+0000,17,none,MATERIAL_SAMPLE,PRESENT,9592496,3,111,337,1379,8928,9592496,9592496,"Sulfuricella Kojima & Fukui, 2010",Bacteria,Proteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuricella,Sulfuricella,GENUS,ACCEPTED,2015,10,20,2015-10-20T00:00:00,2020-09-01T14:09:30.336+0000,http://creativecommons.org/licenses/by/4.0/legalcode,8,DNA sequence reads,DNA sequence reads,7167,0.001116227,none,none,none,FIN,Finland,FIN.5_1,Western Finland,FIN.5.6_1,Pirkanmaa,WGS84,Betaproteobacteria,FI,none,none,Finland,https://www.ebi.ac.uk/metagenomics/pipelines/4.1,7167,MGYA00360188_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,MGYA00360188,8,"{""geographic location (longitude)"":""24.15"",""geographic location (country and/or sea,region)"":""Finland"",""collection date"":""2015-10-20"",""environment (biome)"":""water"",""environment (feature)"":""lake"",""environment (material)"":""sediment"",""geographic location (latitude)"":""62.25"",""instrument model"":""454 GS"",""last update date"":""2016-09-13""}",Keuruu,https://www.ebi.ac.uk/metagenomics/samples/SRS1684663,2440841357,MGYA00360188_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,DNA sequence reads,SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00360188#taxonomic.,DNA sequence reads,"Sulfuricella Kojima & Fukui, 2010",NA,NA,NA,FIN.5.6.7_1,Upper Pirkanmaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440855812,"Sulfuricella Kojima & Fukui, 2010",62.15,25.1,gass84,e50342e7-f2b2-496a-a033-2ce857eb06c4,ab733144-7043-4e88-bd4f-fca7bf858880,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2020-09-01T01:56:55.310+0000,2020-09-01T14:09:30.781+0000,17,none,MATERIAL_SAMPLE,PRESENT,9592496,3,111,337,1379,8928,9592496,9592496,"Sulfuricella Kojima & Fukui, 2010",Bacteria,Proteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuricella,Sulfuricella,GENUS,ACCEPTED,2015,5,28,2015-05-28T00:00:00,2020-09-01T14:09:30.781+0000,http://creativecommons.org/licenses/by/4.0/legalcode,3,DNA sequence reads,DNA sequence reads,2715,0.001104972,none,none,none,FIN,Finland,FIN.5_1,Western Finland,FIN.5.1_1,Central Finland,WGS84,Betaproteobacteria,FI,none,none,Finland,https://www.ebi.ac.uk/metagenomics/pipelines/4.1,2715,MGYA00360213_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,MGYA00360213,3,"{""geographic location (longitude)"":""25.1"",""geographic location (country and/or sea,region)"":""Finland"",""collection date"":""2015-05-28"",""environment (biome)"":""water"",""environment (feature)"":""lake"",""environment (material)"":""sediment"",""geographic location (latitude)"":""62.15"",""instrument model"":""454 GS"",""last update date"":""2016-09-10""}",Petajavesi,https://www.ebi.ac.uk/metagenomics/samples/SRS1684690,2440855812,MGYA00360213_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,DNA sequence reads,SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00360213#taxonomic.,DNA sequence reads,"Sulfuricella Kojima & Fukui, 2010",NA,NA,NA,FIN.5.1.2_1,Jämsä,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440191697,"Sulfuricella Kojima & Fukui, 2010",24.29,115.22,gass84,4d14bc9c-8a73-4a3c-bb1e-692f4f8f5c96,ab733144-7043-4e88-bd4f-fca7bf858880,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2020-09-01T02:09:16.681+0000,2020-09-01T14:12:53.623+0000,17,none,MATERIAL_SAMPLE,PRESENT,9592496,3,111,337,1379,8928,9592496,9592496,"Sulfuricella Kojima & Fukui, 2010",Bacteria,Proteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuricella,Sulfuricella,GENUS,ACCEPTED,2016,5,17,2016-05-17T00:00:00,2020-09-01T14:12:53.623+0000,http://creativecommons.org/licenses/by/4.0/legalcode,42,DNA sequence reads,DNA sequence reads,38374,0.001094491,none,none,none,CHN,China,CHN.6_1,Guangdong,CHN.6.5_1,Heyuan,WGS84,Betaproteobacteria,CN,none,none,China,https://www.ebi.ac.uk/metagenomics/pipelines/4.1,38374,MGYA00361296_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,MGYA00361296,42,"{""geographic location (longitude)"":""115.22"",""geographic location (country and/or sea,region)"":""China:Shanghai"",""collection date"":""2016-05-17"",""geographic location (latitude)"":""24.29"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}",This sample has been submitted by pda|zjyzjjzmt on 2017-11-08; sediment metagenome,https://www.ebi.ac.uk/metagenomics/samples/SRS2178488,2440191697,MGYA00361296_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,DNA sequence reads,SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00361296#taxonomic.,DNA sequence reads,"Sulfuricella Kojima & Fukui, 2010",NA,NA,Shanghai,CHN.6.5.4_1,Lungchuan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440840710,"Sulfuricella Kojima & Fukui, 2010",62.25,24.15,gass84,e50342e7-f2b2-496a-a033-2ce857eb06c4,ab733144-7043-4e88-bd4f-fca7bf858880,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2020-09-01T01:56:55.310+0000,2020-09-01T14:09:30.777+0000,17,none,MATERIAL_SAMPLE,PRESENT,9592496,3,111,337,1379,8928,9592496,9592496,"Sulfuricella Kojima & Fukui, 2010",Bacteria,Proteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuricella,Sulfuricella,GENUS,ACCEPTED,2015,10,20,2015-10-20T00:00:00,2020-09-01T14:09:30.777+0000,http://creativecommons.org/licenses/by/4.0/legalcode,7,DNA sequence reads,DNA sequence reads,6519,0.001073784,none,none,none,FIN,Finland,FIN.5_1,Western Finland,FIN.5.6_1,Pirkanmaa,WGS84,Betaproteobacteria,FI,none,none,Finland,https://www.ebi.ac.uk/metagenomics/pipelines/4.1,6519,MGYA00360185_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,MGYA00360185,7,"{""geographic location (longitude)"":""24.15"",""geographic location (country and/or sea,region)"":""Finland"",""collection date"":""2015-10-20"",""environment (biome)"":""water"",""environment (feature)"":""lake"",""environment (material)"":""sediment"",""geographic location (latitude)"":""62.25"",""instrument model"":""454 GS"",""last update date"":""2016-09-13""}",Keuruu,https://www.ebi.ac.uk/metagenomics/samples/SRS1684660,2440840710,MGYA00360185_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,DNA sequence reads,SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00360185#taxonomic.,DNA sequence reads,"Sulfuricella Kojima & Fukui, 2010",NA,NA,NA,FIN.5.6.7_1,Upper Pirkanmaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440832390,"Sulfuricella Kojima & Fukui, 2010",62.25,24.15,gass84,e50342e7-f2b2-496a-a033-2ce857eb06c4,ab733144-7043-4e88-bd4f-fca7bf858880,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2020-09-01T01:56:55.310+0000,2020-09-01T14:09:30.256+0000,17,none,MATERIAL_SAMPLE,PRESENT,9592496,3,111,337,1379,8928,9592496,9592496,"Sulfuricella Kojima & Fukui, 2010",Bacteria,Proteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuricella,Sulfuricella,GENUS,ACCEPTED,2015,8,11,2015-08-11T00:00:00,2020-09-01T14:09:30.256+0000,http://creativecommons.org/licenses/by/4.0/legalcode,7,DNA sequence reads,DNA sequence reads,6543,0.001069846,none,none,none,FIN,Finland,FIN.5_1,Western Finland,FIN.5.6_1,Pirkanmaa,WGS84,Betaproteobacteria,FI,none,none,Finland,https://www.ebi.ac.uk/metagenomics/pipelines/4.1,6543,MGYA00360176_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,MGYA00360176,7,"{""geographic location (longitude)"":""24.15"",""geographic location (country and/or sea,region)"":""Finland"",""collection date"":""2015-08-11"",""environment (biome)"":""water"",""environment (feature)"":""lake"",""environment (material)"":""sediment"",""geographic location (latitude)"":""62.25"",""instrument model"":""454 GS"",""last update date"":""2016-09-13""}",Keuruu,https://www.ebi.ac.uk/metagenomics/samples/SRS1684651,2440832390,MGYA00360176_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,DNA sequence reads,SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00360176#taxonomic.,DNA sequence reads,"Sulfuricella Kojima & Fukui, 2010",NA,NA,NA,FIN.5.6.7_1,Upper Pirkanmaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440474320,"Sulfuricella Kojima & Fukui, 2010",54.9642,-1.6831,gass84,55224a2e-b71e-4b94-99b0-695bf835e6b6,ab733144-7043-4e88-bd4f-fca7bf858880,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2020-09-01T01:56:53.516+0000,2020-09-01T14:09:04.466+0000,18,none,MATERIAL_SAMPLE,PRESENT,9592496,3,111,337,1379,8928,9592496,9592496,"Sulfuricella Kojima & Fukui, 2010",Bacteria,Proteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuricella,Sulfuricella,GENUS,ACCEPTED,2013,1,1,2013-01-01T00:00:00,2020-09-01T14:09:04.466+0000,http://creativecommons.org/licenses/by/4.0/legalcode,12,DNA sequence reads,DNA sequence reads,11699,0.001025729,none,none,none,GBR,United Kingdom,GBR.1_1,England,GBR.1.58_1,Newcastle upon Tyne,WGS84,Betaproteobacteria,GB,none,none,United Kingdom of Great Britain and Northern Ireland,https://www.ebi.ac.uk/metagenomics/pipelines/4.1,11699,MGYA00365019_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,MGYA00365019,12,"{""geographic location (longitude)"":""-1.683056"",""geographic location (country and/or sea,region)"":""United Kingdom: Tyne estuary"",""collection date"":""2013-01-01"",""geographic location (latitude)"":""54.96417"",""instrument model"":""Ion Torrent PGM"",""last update date"":""2017-02-07""}",This sample has been submitted by pda|emma459 on 2017-02-07; sediment metagenome,https://www.ebi.ac.uk/metagenomics/samples/SRS1958768,2440474320,MGYA00365019_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,DNA sequence reads,SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00365019#taxonomic.,DNA sequence reads,"Sulfuricella Kojima & Fukui, 2010",NA,NA,Tyne estuary,GBR.1.58.1_1,Newcastle upon Tyne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440188356,"Sulfuricella Kojima & Fukui, 2010",24.29,115.22,gass84,4d14bc9c-8a73-4a3c-bb1e-692f4f8f5c96,ab733144-7043-4e88-bd4f-fca7bf858880,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2020-09-01T02:09:16.681+0000,2020-09-01T14:12:54.899+0000,17,none,MATERIAL_SAMPLE,PRESENT,9592496,3,111,337,1379,8928,9592496,9592496,"Sulfuricella Kojima & Fukui, 2010",Bacteria,Proteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuricella,Sulfuricella,GENUS,ACCEPTED,2016,5,18,2016-05-18T00:00:00,2020-09-01T14:12:54.899+0000,http://creativecommons.org/licenses/by/4.0/legalcode,35,DNA sequence reads,DNA sequence reads,34142,0.00102513,none,none,none,CHN,China,CHN.6_1,Guangdong,CHN.6.5_1,Heyuan,WGS84,Betaproteobacteria,CN,none,none,China,https://www.ebi.ac.uk/metagenomics/pipelines/4.1,34142,MGYA00361293_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,MGYA00361293,35,"{""geographic location (longitude)"":""115.22"",""geographic location (country and/or sea,region)"":""China:Shanghai"",""collection date"":""2016-05-18"",""geographic location (latitude)"":""24.29"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}",This sample has been submitted by pda|zjyzjjzmt on 2017-11-08; sediment metagenome,https://www.ebi.ac.uk/metagenomics/samples/SRS2178491,2440188356,MGYA00361293_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,DNA sequence reads,SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00361293#taxonomic.,DNA sequence reads,"Sulfuricella Kojima & Fukui, 2010",NA,NA,Shanghai,CHN.6.5.4_1,Lungchuan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2568412652,"Sulfuricella Kojima & Fukui, 2010",-36.7805,174.5845,gass84,b37a1b62-055c-4bc4-bb5a-53e1b9b41b72,ab733144-7043-4e88-bd4f-fca7bf858880,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2020-08-31T23:16:36.851+0000,2020-09-01T13:35:21.542+0000,1,none,MATERIAL_SAMPLE,PRESENT,9592496,3,111,337,1379,8928,9592496,9592496,"Sulfuricella Kojima & Fukui, 2010",Bacteria,Proteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuricella,Sulfuricella,GENUS,ACCEPTED,2013,9,4,2013-09-04T00:00:00,2020-09-01T13:35:21.542+0000,http://creativecommons.org/licenses/by/4.0/legalcode,27,DNA sequence reads,DNA sequence reads,26878,0.001004539,none,none,none,NZL,New Zealand,NZL.1_1,Auckland,NZL.1.1_1,Auckland,WGS84,Betaproteobacteria,NZ,none,none,New Zealand,https://www.ebi.ac.uk/metagenomics/pipelines/4.1,26878,MGYA00439694_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,MGYA00439694,27,"{""geographic location (longitude)"":""174.58449"",""geographic location (country and/or sea,region)"":""New Zealand: Auckland"",""collection date"":""2013-09-04"",""environment (biome)"":""cropland"",""environment (feature)"":""farm"",""environment (material)"":""soil"",""geographic location (latitude)"":""-36.78053""}",S59.50,https://www.ebi.ac.uk/metagenomics/samples/SRS1564527,2568412652,MGYA00439694_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,DNA sequence reads,SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00439694#taxonomic.,DNA sequence reads,"Sulfuricella Kojima & Fukui, 2010",NA,NA,Auckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441943541,"Sulfuricella Kojima & Fukui, 2010",31,120,gass84,d0e5358e-700d-454f-9cf2-8134fcebbe8b,ab733144-7043-4e88-bd4f-fca7bf858880,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2020-09-01T01:56:47.899+0000,2020-09-01T14:07:39.784+0000,18,none,MATERIAL_SAMPLE,PRESENT,9592496,3,111,337,1379,8928,9592496,9592496,"Sulfuricella Kojima & Fukui, 2010",Bacteria,Proteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuricella,Sulfuricella,GENUS,ACCEPTED,2013,1,1,2013-01-01T00:00:00,2020-09-01T14:07:39.784+0000,http://creativecommons.org/licenses/by/4.0/legalcode,70,DNA sequence reads,DNA sequence reads,70767,9.89E-04,none,none,none,CHN,China,CHN.31_1,Zhejiang,CHN.31.2_1,Huzhou,WGS84,Betaproteobacteria,CN,none,none,China,https://www.ebi.ac.uk/metagenomics/pipelines/4.1,70767,MGYA00358565_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,MGYA00358565,70,"{""geographic location (longitude)"":""120"",""geographic location (country and/or sea,region)"":""China:Wuxi"",""collection date"":""2013-01-01"",""environment (biome)"":""surface sediments"",""environment (feature)"":""a large shallow freshwater lake in China"",""environment (material)"":""sediment"",""geographic location (latitude)"":""31"",""instrument model"":""Illumina MiSeq"",""last update date"":""2015-06-23""}","This sample has been submitted by Nanjing Institute of Geography and Limnology, Chin on 2015-06-02; sediment metagenome",https://www.ebi.ac.uk/metagenomics/samples/SRS693635,2441943541,MGYA00358565_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,DNA sequence reads,SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00358565#taxonomic.,DNA sequence reads,"Sulfuricella Kojima & Fukui, 2010",2.1,0,Wuxi,CHN.31.2.2_1,Changxing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2566567737,"Sulfuricella Kojima & Fukui, 2010",71.247,-156.389,"cudc,cuiv,gass84",68675735-6211-4dbd-bc38-693d3d0b8051,ab733144-7043-4e88-bd4f-fca7bf858880,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2020-08-31T23:16:37.149+0000,2020-09-01T13:28:47.688+0000,1,none,MATERIAL_SAMPLE,PRESENT,9592496,3,111,337,1379,8928,9592496,9592496,"Sulfuricella Kojima & Fukui, 2010",Bacteria,Proteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuricella,Sulfuricella,GENUS,ACCEPTED,NA,NA,NA,NA,2020-09-01T13:28:47.688+0000,http://creativecommons.org/licenses/by/4.0/legalcode,70,DNA sequence reads,DNA sequence reads,71171,9.84E-04,none,none,none,USA,United States,USA.2_1,Alaska,USA.2.17_1,North Slope,WGS84,Betaproteobacteria,US,none,none,United States of America,https://www.ebi.ac.uk/metagenomics/pipelines/4.1,71171,MGYA00385273_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,MGYA00385273,70,"{""geographic location (longitude)"":""-156.389"",""geographic location (country and/or sea,region)"":""GAZ:United States of America"",""environment (biome)"":""ENVO:tundra biome"",""environment (feature)"":""ENVO:tundra"",""environment (material)"":""ENVO:soil"",""altitude"":""0.0"",""elevation"":""7.06"",""geographic location (latitude)"":""71.247"",""ENA checklist"":""ERC000011""}",polygon rim O1.high.16to0.2,https://www.ebi.ac.uk/metagenomics/samples/ERS699017,2566567737,MGYA00385273_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,DNA sequence reads,SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00385273#taxonomic.,DNA sequence reads,"Sulfuricella Kojima & Fukui, 2010",NA,NA,United States of America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440448606,"Sulfuricella Kojima & Fukui, 2010",54.9642,-1.6831,gass84,55224a2e-b71e-4b94-99b0-695bf835e6b6,ab733144-7043-4e88-bd4f-fca7bf858880,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2020-09-01T01:56:53.516+0000,2020-09-01T14:09:03.593+0000,18,none,MATERIAL_SAMPLE,PRESENT,9592496,3,111,337,1379,8928,9592496,9592496,"Sulfuricella Kojima & Fukui, 2010",Bacteria,Proteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuricella,Sulfuricella,GENUS,ACCEPTED,2013,1,1,2013-01-01T00:00:00,2020-09-01T14:09:03.593+0000,http://creativecommons.org/licenses/by/4.0/legalcode,25,DNA sequence reads,DNA sequence reads,26148,9.56E-04,none,none,none,GBR,United Kingdom,GBR.1_1,England,GBR.1.58_1,Newcastle upon Tyne,WGS84,Betaproteobacteria,GB,none,none,United Kingdom of Great Britain and Northern Ireland,https://www.ebi.ac.uk/metagenomics/pipelines/4.1,26148,MGYA00364973_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,MGYA00364973,25,"{""geographic location (longitude)"":""-1.683056"",""geographic location (country and/or sea,region)"":""United Kingdom: Tyne estuary"",""collection date"":""2013-01-01"",""geographic location (latitude)"":""54.96417"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-02-07""}",This sample has been submitted by pda|emma459 on 2017-02-07; sediment metagenome,https://www.ebi.ac.uk/metagenomics/samples/SRS1958722,2440448606,MGYA00364973_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Sulfuricella,DNA sequence reads,SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364973#taxonomic.,DNA sequence reads,"Sulfuricella Kojima & Fukui, 2010",NA,NA,Tyne estuary,GBR.1.58.1_1,Newcastle upon Tyne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
